,0
3773,"chocolate,french fries"
3774,turkey
3775,"grated cheese,light mayo"
3776,"vegetables mix,energy drink"
3777,"frozen vegetables,whole wheat pasta,mineral water,honey,cooking oil,frozen smoothie,tomato juice,fresh bread,green tea"
3778,"fresh tuna,frozen vegetables,mineral water,avocado,meatballs,milk,french wine,fromage blanc,honey,cereals,frozen smoothie,fresh bread"
3779,"frozen vegetables,spaghetti,chocolate,olive oil,gums,burger sauce,frozen smoothie,pancakes,green tea"
3780,"mineral water,olive oil"
3781,"mineral water,soup,cake,frozen smoothie,low fat yogurt"
3782,champagne
3783,"pickles,frozen smoothie,champagne,pancakes,mint"
3784,"whole wheat pasta,mineral water,chocolate,pancakes,body spray"
3785,"spaghetti,escalope,cookies,champagne,protein bar,hand protein bar,low fat yogurt"
3786,"whole wheat pasta,olive oil,body spray"
3787,"pepper,mineral water,chocolate,milk,nonfat milk,frozen smoothie"
3788,milk
3789,"whole wheat pasta,frozen smoothie,brownies,energy drink"
3790,green tea
3791,"mineral water,milk,chocolate"
3792,"turkey,tomatoes,spaghetti,avocado,whole wheat rice,french fries"
3793,"tomatoes,ground beef,mineral water,milk,honey,french fries,pancakes,tomato juice"
3794,"tomatoes,eggs,chocolate,french fries,low fat yogurt"
3795,"spaghetti,mineral water,whole wheat rice"
3796,red wine
3797,"grated cheese,ground beef,spaghetti,mineral water,olive oil,pancakes,cake,extra dark chocolate"
3798,"cake,chocolate,low fat yogurt"
3799,low fat yogurt
3800,cookies
3801,"fresh tuna,grated cheese,mineral water,cake,blueberries,light cream,whole weat flour,french fries,escalope"
3802,"mineral water,extra dark chocolate,brownies,asparagus,low fat yogurt"
3803,"herb & pepper,mineral water,chocolate,milk,salmon,pancakes,eggs,green tea,escalope"
3804,"tomatoes,spaghetti,soup,milk,olive oil,chicken,green beans,frozen smoothie"
3805,"herb & pepper,pepper,mineral water,fresh bread"
3806,melons
3807,"spaghetti,meatballs"
3808,mineral water
3809,"ground beef,spaghetti,eggs"
3810,"grated cheese,salmon,oil"
3811,"grated cheese,mineral water,butter,low fat yogurt"
3812,low fat yogurt
3813,eggs
3814,"herb & pepper,spaghetti,butter,cooking oil,frozen smoothie,low fat yogurt,honey"
3815,"burgers,fresh tuna,mineral water,eggs,frozen smoothie,mushroom cream sauce,pancakes,yogurt cake,light mayo,mayonnaise,green tea"
3816,"whole wheat rice,french fries,frozen smoothie,escalope"
3817,"grated cheese,mineral water,chocolate,chutney,salmon,eggs,whole wheat rice,cake"
3818,"ground beef,spaghetti"
3819,"red wine,spaghetti,mineral water,mint"
3820,"ground beef,tomato sauce,spaghetti,mineral water,milk,eggs,light cream,cooking oil,cereals,frozen smoothie,mint"
3821,strawberries
3822,"spaghetti,mineral water,whole wheat rice,cookies"
3823,"frozen vegetables,mineral water,soup,milk,olive oil,black tea,pancakes,fresh bread"
3824,"turkey,french fries,low fat yogurt"
3825,cookies
3826,mineral water
3827,"shrimp,mineral water"
3828,"grated cheese,frozen vegetables,tomatoes,spaghetti,olive oil,energy bar,honey,escalope,cauliflower"
3829,"mineral water,soup,extra dark chocolate"
3830,"red wine,black tea,honey,cake"
3831,black tea
3832,"burgers,chocolate,grated cheese,herb & pepper,ground beef,spaghetti,milk,bacon,corn,pancakes,toothpaste"
3833,"grated cheese,ground beef,milk,butter,burger sauce,oil,french fries,low fat yogurt"
3834,"grated cheese,herb & pepper,red wine,spaghetti,mineral water,eggs"
3835,"frozen vegetables,tomatoes,ground beef,spaghetti,mineral water,chocolate"
3836,"turkey,burgers,grated cheese,pepper,tomato sauce,mineral water,almonds,chutney,pancakes,eggs,escalope,light mayo"
3837,cookies
3838,"ground beef,french fries,pasta"
3839,french fries
3840,cookies
3841,escalope
3842,"grated cheese,ground beef,spaghetti,mineral water,pancakes,cake"
3843,"tomatoes,ground beef,spaghetti,mineral water,eggs,whole wheat rice,cookies,low fat yogurt,mint"
3844,whole wheat rice
3845,"spaghetti,soup"
3846,"herb & pepper,spaghetti,black tea,cake,cottage cheese,yogurt cake"
3847,cottage cheese
3848,"pepper,mineral water,pancakes,eggs,cooking oil,chocolate,low fat yogurt"
3849,"grated cheese,pancakes,blueberries,champagne"
3850,"turkey,herb & pepper,parmesan cheese,spaghetti,escalope,mushroom cream sauce,fresh bread,low fat yogurt"
3851,"fresh tuna,butter,chicken,green tea,chocolate,fresh bread"
3852,"frozen vegetables,parmesan cheese"
3853,"eggs,honey,green tea"
3854,"turkey,red wine,whole wheat pasta,pepper,spaghetti,mineral water,soup,avocado,eggs,body spray,low fat yogurt"
3855,"mineral water,chocolate,black tea"
3856,"ground beef,pepper,spaghetti"
3857,"eggs,whole wheat rice,french fries"
3858,"tomatoes,ground beef,pepper,spaghetti,salmon,cake"
3859,eggs
3860,"turkey,chocolate,ground beef,mineral water,pancakes,zucchini"
3861,"turkey,burgers,herb & pepper,frozen vegetables,whole wheat pasta,ground beef,spaghetti,mineral water,milk,energy bar,black tea,strong cheese,nonfat milk,eggs"
3862,"shrimp,frozen vegetables,tomatoes,ground beef,spaghetti"
3863,cake
3864,"spaghetti,mineral water,salmon,gums,burger sauce,clothes accessories,hot dogs,cottage cheese,mint"
3865,"fresh tuna,mineral water,honey,low fat yogurt"
3866,"cereals,low fat yogurt,green tea"
3867,"shrimp,mineral water,milk,olive oil,eggs"
3868,"burgers,mineral water,almonds,eggs,whole wheat rice,escalope"
3869,"french fries,magazines,mayonnaise"
3870,"shrimp,chocolate,flax seed,vegetables mix,cooking oil,babies food,low fat yogurt"
3871,"spaghetti,bug spray,whole weat flour"
3872,"fresh tuna,frozen vegetables,honey,cake,brownies,energy drink"
3873,"burgers,eggs,green tea"
3874,"burgers,chocolate,ground beef,spaghetti,milk,olive oil,eggs,cake"
3875,"burgers,shrimp,milk,pancakes,eggs,ham,french fries"
3876,"burgers,fresh tuna,frozen vegetables,mineral water,milk,cider,eggs,soda,cottage cheese,fresh bread,low fat yogurt"
3877,"tomato juice,mayonnaise"
3878,"herb & pepper,shrimp,frozen vegetables,mineral water,meatballs,salmon,eggs,whole wheat rice,carrots"
3879,cookies
3880,"butter,eggs"
3881,"grated cheese,cooking oil,white wine"
3882,"frozen vegetables,whole wheat pasta,tomato sauce,rice,green tea"
3883,"green beans,champagne,low fat yogurt"
3884,"frozen vegetables,ground beef,spaghetti,milk,olive oil,eggs,cooking oil,mint green tea,french fries,low fat yogurt"
3885,"burgers,chocolate,mineral water,fromage blanc,salmon,eggs,rice,cooking oil,chicken,carrots,tomato juice"
3886,"turkey,eggs,white wine,green tea"
3887,eggs
3888,"burgers,butter,cake,cooking oil,eggplant,cereals,brownies"
3889,"champagne,mushroom cream sauce"
3890,"grated cheese,herb & pepper,ground beef,spaghetti,salmon,cooking oil,champagne"
3891,honey
3892,"ground beef,mineral water,honey,low fat yogurt"
3893,"turkey,escalope"
3894,"shrimp,extra dark chocolate,whole weat flour"
3895,"eggs,cake"
3896,"frozen vegetables,mineral water,soup,milk,eggs,energy drink"
3897,"chicken,frozen smoothie"
3898,"burgers,fresh tuna,grated cheese,spaghetti,mineral water,avocado,olive oil,gums,frozen smoothie,hot dogs,cottage cheese"
3899,"turkey,grated cheese,shrimp,tomatoes,vegetables mix,brownies,pancakes,tomato juice,green tea"
3900,"escalope,green tea"
3901,ketchup
3902,cookies
3903,"frozen vegetables,mineral water,pancakes,cake,cooking oil,green tea,shampoo,tomato juice,magazines"
3904,"herb & pepper,shrimp,ground beef,yogurt cake"
3905,"mineral water,eggs"
3906,"chocolate,french fries"
3907,"grated cheese,tomatoes,ground beef,spaghetti,soup,meatballs,cooking oil,low fat yogurt"
3908,"grated cheese,frozen vegetables,ground beef,olive oil,salmon,blueberries"
3909,"tomatoes,spaghetti,milk,olive oil,pancakes,whole wheat rice,green tea,yogurt cake,mint"
3910,yogurt cake
3911,"shrimp,frozen vegetables,tomatoes,spaghetti,milk,butter,chicken,frozen smoothie,tomato juice,mint"
3912,"burgers,herb & pepper,frozen vegetables,spaghetti,chocolate,milk,butter,flax seed,almonds,bug spray,chili,whole weat flour,low fat yogurt"
3913,"ground beef,spaghetti,mineral water,almonds,eggs,cereals,green tea"
3914,ground beef
3915,"frozen vegetables,butter,whole wheat rice,pet food,fresh bread"
3916,"tomatoes,ground beef,muffins,eggs,cookies"
3917,"soup,milk,pancakes,honey,mint green tea,cottage cheese"
3918,"herb & pepper,ground beef,spaghetti,mineral water,soup,cream,pancakes,french fries,frozen smoothie"
3919,"turkey,ground beef,chocolate,cookies,tomato juice"
3920,"ground beef,spaghetti,butter,french wine,eggs,whole weat flour,hot dogs,sparkling water,brownies,body spray,energy drink"
3921,"turkey,tomatoes,ground beef,spaghetti,mineral water,meatballs,french fries"
3922,"red wine,ground beef,spaghetti,mineral water,black tea,mayonnaise,low fat yogurt"
3923,"burger sauce,escalope"
3924,"frozen vegetables,parmesan cheese,ground beef,spaghetti,eggs,tea,escalope"
3925,tomatoes
3926,"shrimp,soup,gums,barbecue sauce"
3927,"frozen smoothie,melons"
3928,"turkey,ham,chocolate,muffins,pancakes,cake,rice,chicken,green tea,low fat yogurt"
3929,"mineral water,pancakes,oil"
3930,"red wine,cake,champagne"
3931,"cottage cheese,light mayo"
3932,"french fries,pancakes"
3933,"red wine,tomatoes,ground beef,spaghetti,mineral water,olive oil,chicken,whole wheat rice,chili,chocolate bread"
3934,"turkey,olive oil,green tea,honey"
3935,"french wine,cake"
3936,low fat yogurt
3937,"black tea,eggs,whole wheat rice,low fat yogurt,green tea"
3938,"tomatoes,green tea"
3939,"frozen vegetables,tomatoes,parmesan cheese,mineral water"
3940,"red wine,parmesan cheese,ground beef,spaghetti,hand protein bar,cauliflower,mint"
3941,"pickles,cereals,green tea"
3942,mint
3943,mineral water
3944,"frozen vegetables,ground beef,eggs,low fat yogurt"
3945,"mineral water,chocolate,milk,eggs,toothpaste,low fat yogurt"
3946,escalope
3947,"mineral water,soup,olive oil"
3948,"turkey,spaghetti,chicken,whole weat flour,cottage cheese,fresh bread"
3949,"shrimp,frozen vegetables"
3950,"red wine,flax seed,cake,frozen smoothie,hot dogs,toothpaste"
3951,cream
3952,"milk,butter,green grapes,chocolate,escalope"
3953,"burgers,ground beef,spaghetti,mineral water,oil,barbecue sauce,yogurt cake,low fat yogurt"
3954,escalope
3955,champagne
3956,carrots
3957,chocolate
3958,"chocolate,herb & pepper,ground beef,spaghetti,mineral water,olive oil,rice,french fries"
3959,"tomato sauce,mineral water,cake"
3960,"turkey,pancakes"
3961,french fries
3962,"honey,whole wheat rice"
3963,"chocolate,grated cheese,spaghetti,butter,honey,cake,rice,french fries,energy drink"
3964,"ground beef,yams,eggs,chicken,pasta"
3965,french fries
3966,"milk,green beans,mint"
3967,"honey,chocolate,french fries,escalope"
3968,"mineral water,chicken,magazines"
3969,"bug spray,light mayo"
3970,"mineral water,salmon,vegetables mix,cereals,escalope"
3971,"spaghetti,milk,olive oil,low fat yogurt"
3972,"burgers,eggs,frozen smoothie"
3973,chocolate
3974,"mineral water,french wine,chicken"
3975,pepper
3976,"dessert wine,tomatoes,ground beef,salmon,hot dogs"
3977,"ham,ground beef,spaghetti,frozen smoothie,champagne"
3978,"ground beef,french fries,mushroom cream sauce,brownies"
3979,"shrimp,frozen vegetables,ground beef,spaghetti,mineral water"
3980,"french fries,protein bar"
3981,escalope
3982,"blueberries,clothes accessories,french fries,frozen smoothie,escalope,fresh bread"
3983,"burgers,mineral water,flax seed,gums,cereals"
3984,"milk,cooking oil,low fat yogurt"
3985,"ham,grated cheese,tomatoes,ground beef,spaghetti,mineral water,french wine,honey,rice,cooking oil,ketchup,pancakes,magazines"
3986,"frozen vegetables,fromage blanc,pancakes,french fries,escalope"
3987,"ground beef,spaghetti,mineral water,olive oil,french wine,salmon,cereals,white wine,low fat yogurt"
3988,"frozen vegetables,spaghetti,eggs,bug spray,cooking oil,french fries,escalope,hot dogs"
3989,"burgers,red wine,shrimp,mineral water,rice,french fries,strawberries,protein bar,tomato juice,cauliflower"
3990,chocolate
3991,"hot dogs,shampoo"
3992,"herb & pepper,spaghetti,pancakes,low fat yogurt,green tea"
3993,"mineral water,mint green tea,french fries"
3994,"fresh tuna,spaghetti,mineral water,pancakes,whole weat flour,champagne,hot dogs,tomato juice,green tea"
3995,"bacon,light mayo,low fat yogurt"
3996,"turkey,fresh tuna,spaghetti,fromage blanc,eggs,honey,bramble,green tea,escalope,cottage cheese"
3997,"red wine,chocolate,soda,pet food,french fries,champagne"
3998,"olive oil,pancakes,toothpaste"
3999,toothpaste
4000,"energy bar,champagne"
4001,"frozen vegetables,tomatoes,milk,salmon"
4002,"milk,chocolate"
4003,"mineral water,avocado,olive oil,muffins,green tea,french fries,escalope"
4004,chocolate
4005,cookies
4006,"frozen vegetables,mineral water,milk,olive oil,eggs,chocolate,escalope,yogurt cake"
4007,escalope
4008,"grated cheese,ground beef,tomato sauce,spaghetti,mineral water,fromage blanc,pancakes,cooking oil,frozen smoothie,tomato juice"
4009,"hot dogs,light mayo"
4010,eggs
4011,"shrimp,spaghetti"
4012,"burgers,frozen vegetables,spaghetti,mineral water,pancakes,champagne,protein bar,hand protein bar"
4013,"frozen vegetables,frozen smoothie,light mayo"
4014,mineral water
4015,cookies
4016,"mineral water,olive oil"
4017,eggs
4018,"burgers,french fries,frozen smoothie,hot dogs,strawberries,green tea"
4019,"frozen vegetables,muffins,green grapes"
4020,escalope
4021,"pancakes,cookies,green tea"
4022,"french fries,cookies"
4023,"mineral water,avocado,cake,pet food,eggplant,french fries,escalope,mushroom cream sauce,fresh bread,toothpaste"
4024,champagne
4025,cookies
4026,"milk,chicken,eggs,pancakes"
4027,chocolate
4028,"turkey,soup,spinach,french fries,salt"
4029,"milk,cake"
4030,"escalope,shallot,white wine"
4031,"frozen vegetables,milk,chicken"
4032,"butter,whole wheat rice,low fat yogurt"
4033,"shrimp,tomatoes,carrots,chocolate,low fat yogurt"
4034,low fat yogurt
4035,"french fries,cookies,mushroom cream sauce,honey"
4036,"frozen vegetables,avocado,chocolate,french fries,escalope,champagne,fresh bread"
4037,"chocolate,escalope"
4038,"cookies,strawberries"
4039,"pepper,spaghetti,mineral water,milk,pancakes,cake,white wine,green tea"
4040,"cake,french fries"
4041,"frozen vegetables,milk,almonds,whole wheat rice,cooking oil,chocolate,french fries,light mayo,low fat yogurt"
4042,"red wine,spaghetti,mineral water,cider,french fries,cookies,pancakes,energy drink"
4043,"tomatoes,mineral water,green tea,chocolate,frozen smoothie,escalope"
4044,french fries
4045,"grated cheese,frozen vegetables,tomatoes,mineral water,olive oil,protein bar,hand protein bar,fresh bread,green tea"
4046,eggs
4047,"olive oil,eggs"
4048,"french fries,cottage cheese"
4049,"chocolate,almonds,vegetables mix,cake,french fries,frozen smoothie,pancakes,energy drink"
4050,cookies
4051,"frozen vegetables,mineral water,meatballs,butter,eggs"
4052,"mineral water,energy bar,chocolate,low fat yogurt"
4053,"milk,french fries,brownies"
4054,"burgers,milk,cake,eggplant,green tea"
4055,"turkey,spaghetti,mineral water,chocolate,eggs,cooking oil,pet food,cookies,protein bar"
4056,"ham,ground beef,spaghetti,milk,olive oil,french wine,muffins,pancakes,whole weat flour,cottage cheese,green tea"
4057,cookies
4058,"frozen vegetables,whole wheat pasta,ground beef,spaghetti,milk,chicken,eggs,french fries,green tea"
4059,"milk,fromage blanc,salmon,eggs"
4060,low fat yogurt
4061,"flax seed,eggs,chicken,green tea"
4062,tomatoes
4063,green tea
4064,"burgers,ground beef,mineral water,meatballs,milk,eggs,cake"
4065,"mineral water,candy bars"
4066,"turkey,burgers,shrimp,tomatoes,cooking oil"
4067,cookies
4068,"mineral water,chocolate,milk,energy bar,white wine"
4069,"eggs,french fries"
4070,"tomatoes,eggs"
4071,cookies
4072,"shrimp,frozen vegetables,tomatoes,parmesan cheese,ground beef,spaghetti,eggs,cake,oatmeal,cereals"
4073,"frozen vegetables,whole wheat rice"
4074,"shrimp,avocado,candy bars"
4075,"shrimp,tomatoes,mineral water,cooking oil"
4076,"chocolate,almonds,vegetables mix,eggs,whole wheat rice,frozen smoothie,cottage cheese"
4077,"melons,candy bars"
4078,whole wheat rice
4079,low fat yogurt
4080,"frozen vegetables,tomatoes,mineral water,soup,milk,whole wheat rice,cake,cereals"
4081,"eggs,chocolate,french fries"
4082,"burgers,eggs,barbecue sauce,french fries"
4083,"burgers,shallot"
4084,"mineral water,milk"
4085,"tomatoes,energy bar,cake,tomato juice"
4086,"milk,chocolate"
4087,"milk,chicken,eggs"
4088,"burgers,shrimp,chocolate,pancakes,eggs,cooking oil,french fries"
4089,"shrimp,milk,tomato juice"
4090,"butter,flax seed,green tea,magazines"
4091,"burgers,cottage cheese"
4092,"mineral water,whole wheat rice,cake,rice,cooking oil,chicken,french fries,cookies"
4093,"shrimp,spaghetti,mineral water,bacon,eggs,brownies"
4094,"grated cheese,shrimp,tomatoes,spaghetti,mineral water"
4095,cookies
4096,"cookies,low fat yogurt"
4097,clothes accessories
4098,hot dogs
4099,"ground beef,olive oil,oil,antioxydant juice"
4100,"ham,spaghetti,mineral water,eggs,chicken,green tea,chocolate,frozen smoothie"
4101,"mineral water,eggs,whole wheat rice,chocolate,escalope"
4102,eggs
4103,"grated cheese,ground beef,rice"
4104,"spaghetti,body spray"
4105,"mineral water,green tea"
4106,"chocolate,french fries"
4107,"burgers,shrimp,spaghetti,olive oil,salmon,cooking oil,escalope,tomato juice"
4108,"herb & pepper,mineral water,soup,milk,french wine,pancakes,eggs,honey,oil,champagne,magazines,mayonnaise"
4109,vegetables mix
4110,barbecue sauce
4111,milk
4112,"ham,tomatoes,avocado,fromage blanc,pancakes,eggs,honey,whole wheat rice,cake,gums,light mayo"
4113,"frozen vegetables,ground beef,spaghetti,mineral water,milk,black tea,pancakes,eggs,cooking oil,barbecue sauce,chocolate"
4114,"tomatoes,milk"
4115,"eggs,green tea"
4116,ground beef
4117,"frozen vegetables,whole wheat pasta,olive oil,eggs,carrots,green tea,french fries,cottage cheese"
4118,"olive oil,cake,chocolate"
4119,"burgers,red wine,shrimp,mineral water,milk,honey"
4120,"turkey,burgers,eggs,french fries,pasta,green tea"
4121,"ham,ground beef,spaghetti,olive oil,vegetables mix,muffins"
4122,"mineral water,cookies"
4123,"cottage cheese,mayonnaise"
4124,"chicken,oil,cookies,brownies,tomato juice,toothpaste"
4125,"mineral water,whole wheat rice,escalope,low fat yogurt"
4126,"shrimp,pepper,energy bar,cooking oil,escalope,fresh bread"
4127,"frozen vegetables,whole wheat rice,cake"
4128,"burgers,french wine,eggs,barbecue sauce,cottage cheese,melons,fresh bread,white wine"
4129,"mineral water,green tea,honey"
4130,chili
4131,"shrimp,tomatoes,ground beef,mineral water,oil"
4132,"herb & pepper,ground beef,spaghetti,salmon,muffins,eggs,chicken"
4133,cookies
4134,frozen vegetables
4135,"energy bar,chocolate bread,whole weat flour,mint"
4136,cookies
4137,"ham,grated cheese,frozen vegetables,ground beef,spaghetti"
4138,"chicken,eggs"
4139,"ham,spaghetti,mineral water,eggs,green tea"
4140,"burgers,frozen vegetables,tomatoes,soup,energy bar,escalope"
4141,"turkey,burgers,frozen vegetables,ground beef,mineral water,almonds,salmon,barbecue sauce,carrots,hot dogs"
4142,"burgers,butter,escalope,cauliflower"
4143,"mineral water,chocolate,chicken,escalope"
4144,"mineral water,black tea,almonds,pancakes,eggs"
4145,"salmon,vegetables mix"
4146,"ground beef,spaghetti,milk,zucchini"
4147,"tomatoes,spaghetti,mineral water,milk,rice,oil"
4148,chocolate
4149,french fries
4150,"dessert wine,chocolate,spaghetti,salmon,cooking oil,protein bar,hand protein bar"
4151,"shrimp,tomatoes,mineral water,chicken,whole weat flour,cottage cheese,body spray,fresh bread"
4152,salt
4153,"shrimp,soup,butter"
4154,"fresh tuna,mineral water,eggs"
4155,"red wine,cooking oil,french fries"
4156,cookies
4157,"burgers,eggs"
4158,"eggs,cookies"
4159,"burgers,french fries,yogurt cake"
4160,"eggs,pet food"
4161,"salmon,chocolate"
4162,"tomatoes,mineral water,honey,whole wheat rice,cooking oil,whole weat flour,frozen smoothie,low fat yogurt"
4163,"mineral water,frozen smoothie"
4164,"turkey,spaghetti,olive oil,strong cheese,pancakes,eggs,tomato juice,fresh bread"
4165,"spaghetti,black tea"
4166,"honey,escalope,low fat yogurt"
4167,shrimp
4168,"mineral water,eggs,strawberries"
4169,"turkey,burgers,whole wheat pasta,chocolate,milk,olive oil,chicken,pancakes,cooking oil,green tea"
4170,"energy bar,pancakes"
4171,mushroom cream sauce
4172,french fries
4173,"burgers,milk,cake,cereals"
4174,"pickles,light mayo"
4175,"cake,oil,escalope,pancakes,yogurt cake"
4176,"yogurt cake,candy bars"
4177,"ground beef,cookies"
4178,"tomatoes,mineral water,eggplant,french fries"
4179,"ground beef,spaghetti,mineral water,chili,escalope"
4180,"burgers,mineral water,salmon,vegetables mix,pancakes,eggs,frozen smoothie,body spray"
4181,escalope
4182,"whole wheat rice,cookies,protein bar,hand protein bar"
4183,"french wine,pet food"
4184,french fries
4185,"french fries,escalope,pasta,mushroom cream sauce,fresh bread"
4186,"mineral water,chocolate,cereals"
4187,"turkey,eggs"
4188,"frozen vegetables,tomatoes,chicken,fresh bread,magazines,green tea"
4189,"dessert wine,ground beef,pepper,butter,chicken,french fries,zucchini"
4190,"milk,frozen smoothie"
4191,"french fries,cottage cheese"
4192,"ground beef,spaghetti,milk,extra dark chocolate,green tea"
4193,"tomatoes,meatballs,french fries"
4194,escalope
4195,"tomatoes,french fries,strawberries"
4196,"frozen vegetables,chocolate,eggs,eggplant,clothes accessories,green tea"
4197,"avocado,brownies"
4198,"mineral water,eggs,cake,low fat yogurt"
4199,"dessert wine,ground beef,spaghetti,mineral water,salmon,cooking oil"
4200,"turkey,mineral water,eggs,bug spray"
4201,avocado
4202,"ground beef,spaghetti,mineral water,nonfat milk,honey,pet food,eggplant,white wine"
4203,cookies
4204,"mineral water,cake"
4205,"eggs,white wine"
4206,cookies
4207,"burgers,milk,eggs"
4208,cookies
4209,pasta
4210,milk
4211,"chili,green beans,pancakes"
4212,"mineral water,milk,chicken,eggs,blueberries,pancakes"
4213,"burgers,carrots,french fries,green tea"
4214,"eggs,cake,chicken"
4215,"grated cheese,tomatoes,yams,avocado,salmon,rice,cooking oil,gluten free bar,protein bar,hand protein bar"
4216,"soup,french fries,body spray"
4217,"eggs,green tea"
4218,"turkey,mineral water,chocolate,avocado"
4219,chocolate
4220,french fries
4221,"ham,vegetables mix,frozen smoothie"
4222,"turkey,frozen vegetables,milk,eggs"
4223,green tea
4224,"eggs,mushroom cream sauce"
4225,vegetables mix
4226,"olive oil,salmon,vegetables mix"
4227,"eggs,whole wheat rice"
4228,"french fries,escalope,pasta,mushroom cream sauce"
4229,"cider,honey,low fat yogurt"
4230,"mineral water,soup,avocado,champagne,gluten free bar,magazines,mayonnaise,low fat yogurt"
4231,"ground beef,black tea"
4232,"turkey,chocolate,whole wheat rice"
4233,"escalope,pasta"
4234,french fries
4235,"spaghetti,mineral water,avocado,almonds,french wine,oil,green tea,french fries,frozen smoothie,melons"
4236,"soup,milk"
4237,"tomatoes,french fries"
4238,"mint green tea,candy bars"
4239,turkey
4240,"herb & pepper,milk,chicken,vegetables mix,cereals,low fat yogurt"
4241,"soup,butter,chocolate"
4242,"red wine,mineral water,soup,avocado,eggs,oil,corn,chocolate bread,french fries,body spray,fresh bread,green tea"
4243,"shrimp,ground beef,pepper,mineral water,whole wheat rice"
4244,"eggs,french fries,strawberries"
4245,escalope
4246,"grated cheese,frozen vegetables"
4247,"chicken,muffins,cake,yogurt cake"
4248,"frozen vegetables,tomatoes,mineral water,cake"
4249,energy bar
4250,"grated cheese,ground beef,whole wheat rice,cake"
4251,"burgers,grated cheese,mineral water,cake"
4252,"milk,cookies,white wine"
4253,"ham,pickles,spaghetti,eggs,whole wheat rice,french fries,champagne"
4254,"frozen vegetables,whole wheat rice,energy drink"
4255,"red wine,spaghetti,mineral water,cream,oil,chicken,extra dark chocolate,cookies"
4256,"ground beef,spaghetti,milk,eggs,chocolate,pancakes,fresh bread"
4257,"chocolate,mineral water,olive oil,eggs,honey,frozen smoothie,sparkling water,candy bars"
4258,"avocado,whole wheat rice"
4259,green tea
4260,"tomatoes,flax seed,chicken,green tea,chocolate,cottage cheese"
4261,"burgers,spaghetti,bug spray,babies food,low fat yogurt"
4262,"burgers,spaghetti,mineral water,milk,french fries"
4263,"shrimp,champagne"
4264,chocolate
4265,cake
4266,"burgers,eggs,low fat yogurt,green tea"
4267,"burgers,black tea,escalope"
4268,"mineral water,eggs"
4269,"dessert wine,mineral water,milk,flax seed,strong cheese,honey"
4270,chocolate
4271,herb & pepper
4272,"antioxydant juice,escalope"
4273,"ham,shrimp,tomatoes,ground beef,chocolate"
4274,"escalope,honey"
4275,"mineral water,fromage blanc,cider,eggs"
4276,"vegetables mix,honey,frozen smoothie"
4277,"avocado,milk,cereals,fresh bread"
4278,"parmesan cheese,spaghetti,french fries,cookies"
4279,"eggs,chicken,green tea,french fries"
4280,"burgers,ham,tomatoes,spaghetti,hot dogs,fresh bread"
4281,"burgers,energy bar,eggs"
4282,"chocolate,fresh bread"
4283,"chocolate,frozen smoothie,cottage cheese"
4284,"mineral water,chocolate,mashed potato,brownies"
4285,eggs
4286,"eggs,french fries"
4287,"shrimp,whole wheat pasta,milk,chocolate,french fries,frozen smoothie,pancakes,energy drink,green tea"
4288,"eggs,cake,green tea"
4289,"grated cheese,pepper,pancakes,cake,french fries,green tea"
4290,"mineral water,salmon"
4291,escalope
4292,chocolate
4293,"energy drink,mayonnaise"
4294,"whole wheat pasta,milk,olive oil"
4295,"avocado,french fries"
4296,"fresh tuna,pepper,tomato sauce,sandwich"
4297,"grated cheese,frozen vegetables,french wine,cooking oil,french fries,escalope,fresh bread"
4298,"cereals,champagne"
4299,"mineral water,whole wheat rice,cooking oil,french fries,escalope"
4300,"cooking oil,frozen smoothie,mushroom cream sauce"
4301,mineral water
4302,"mineral water,avocado,green tea,chocolate"
4303,"spaghetti,eggs"
4304,pancakes
4305,cookies
4306,"burgers,champagne,fresh bread"
4307,"fresh tuna,ground beef,olive oil,ketchup"
4308,mineral water
4309,"spaghetti,meatballs,vegetables mix,muffins,cake"
4310,"burgers,salmon,eggs,french fries,mushroom cream sauce"
4311,escalope
4312,"champagne,fresh bread"
4313,whole wheat rice
4314,"olive oil,cooking oil,cottage cheese"
4315,"frozen vegetables,olive oil,oatmeal"
4316,"shrimp,tomatoes"
4317,"tomatoes,french fries,sandwich"
4318,"brownies,energy drink"
4319,"frozen vegetables,spaghetti,mineral water,whole wheat rice,cooking oil,chocolate bread,whole weat flour,brownies"
4320,"turkey,shrimp,tomatoes,meatballs,energy bar,vegetables mix,whole wheat rice,carrots,green tea"
4321,"burgers,eggs,chicken,chocolate,french fries,frozen smoothie,champagne,babies food"
4322,"turkey,burgers,soup,fromage blanc,french fries,cookies"
4323,"soup,green tea,escalope"
4324,"ham,shrimp,milk,whole wheat rice,cereals,chocolate,pancakes,fresh bread"
4325,"spaghetti,mineral water,spinach,honey,cake,french fries,frozen smoothie,energy drink"
4326,mineral water
4327,pancakes
4328,"tomatoes,olive oil"
4329,"spaghetti,mineral water,barbecue sauce,yogurt cake,salad"
4330,"burgers,spaghetti,avocado,milk,flax seed,french wine,cider,chocolate,frozen smoothie,green tea"
4331,hot dogs
4332,"cooking oil,light mayo"
4333,"mineral water,eggs,bug spray"
4334,"turkey,burgers,spaghetti,honey,carrots,brownies,green tea"
4335,mineral water
4336,"mineral water,black tea,almonds"
4337,"whole wheat rice,french fries,cookies,fresh bread,green tea"
4338,"oil,french fries,champagne,cookies,hot dogs,light mayo,tomato juice,green tea"
4339,shallot
4340,"eggs,ham"
4341,chocolate
